Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-02-05 00:00:00-05:00,54.86000061035156,55.209999084472656,53.470001220703125,53.65999984741211,609756,0.0,0.0
2019-02-06 00:00:00-05:00,53.72999954223633,54.29999923706055,52.86000061035156,54.0099983215332,606720,0.0,0.0
2019-02-07 00:00:00-05:00,53.939998626708984,54.209999084472656,51.79999923706055,52.63999938964844,749010,0.0,0.0
2019-02-08 00:00:00-05:00,52.59000015258789,52.9900016784668,52.08000183105469,52.720001220703125,621003,0.0,0.0
2019-02-11 00:00:00-05:00,52.65999984741211,52.779998779296875,51.22999954223633,52.40999984741211,750242,0.0,0.0
2019-02-12 00:00:00-05:00,52.470001220703125,54.04999923706055,52.290000915527344,53.099998474121094,708312,0.0,0.0
2019-02-13 00:00:00-05:00,53.349998474121094,54.599998474121094,53.27000045776367,53.900001525878906,706552,0.0,0.0
2019-02-14 00:00:00-05:00,53.959999084472656,54.68000030517578,53.08000183105469,54.40999984741211,623546,0.0,0.0
2019-02-15 00:00:00-05:00,54.47999954223633,55.869998931884766,54.2400016784668,55.59000015258789,276907,0.0,0.0
2019-02-19 00:00:00-05:00,55.779998779296875,56.33000183105469,55.290000915527344,56.09000015258789,153728,0.0,0.0
2019-02-20 00:00:00-05:00,55.939998626708984,57.54999923706055,55.47999954223633,56.91999816894531,685111,0.0,0.0
2019-02-21 00:00:00-05:00,57.2400016784668,57.61000061035156,56.63999938964844,56.959999084472656,546202,0.0,0.0
2019-02-22 00:00:00-05:00,56.84000015258789,57.810001373291016,56.709999084472656,57.2599983215332,513439,0.0,0.0
2019-02-25 00:00:00-05:00,57.16999816894531,57.529998779296875,55.08000183105469,55.47999954223633,723012,0.0,0.0
2019-02-26 00:00:00-05:00,55.459999084472656,56.08000183105469,55.02000045776367,55.5,538919,0.0,0.0
2019-02-27 00:00:00-05:00,55.95000076293945,57.38999938964844,55.720001220703125,56.939998626708984,577227,0.0,0.0
2019-02-28 00:00:00-05:00,57.0,57.43000030517578,56.43000030517578,57.220001220703125,496678,0.0,0.0
2019-03-01 00:00:00-05:00,57.220001220703125,57.880001068115234,55.56999969482422,55.79999923706055,684186,0.0,0.0
2019-03-04 00:00:00-05:00,55.83000183105469,57.0,55.810001373291016,56.59000015258789,549396,0.0,0.0
2019-03-05 00:00:00-05:00,56.45000076293945,57.189998626708984,56.09000015258789,56.560001373291016,538399,0.0,0.0
2019-03-06 00:00:00-05:00,56.279998779296875,56.400001525878906,55.41999816894531,56.220001220703125,637677,0.0,0.0
2019-03-07 00:00:00-05:00,56.20000076293945,56.9900016784668,56.08000183105469,56.65999984741211,628824,0.0,0.0
2019-03-08 00:00:00-05:00,56.43000030517578,56.5099983215332,54.52000045776367,56.06999969482422,747358,0.0,0.0
2019-03-11 00:00:00-04:00,56.06999969482422,57.0099983215332,55.959999084472656,56.790000915527344,597156,0.0,0.0
2019-03-12 00:00:00-04:00,56.7599983215332,57.54999923706055,56.7400016784668,56.869998931884766,652798,0.0,0.0
2019-03-13 00:00:00-04:00,57.09000015258789,58.47999954223633,57.0099983215332,58.2599983215332,610616,0.0,0.0
2019-03-14 00:00:00-04:00,58.349998474121094,58.7400016784668,58.0,58.61000061035156,567604,0.0,0.0
2019-03-15 00:00:00-04:00,58.5099983215332,58.95000076293945,57.7400016784668,58.52000045776367,507393,0.0,0.0
2019-03-18 00:00:00-04:00,58.45000076293945,59.22999954223633,58.04999923706055,59.09000015258789,157241,0.0,0.0
2019-03-19 00:00:00-04:00,59.0099983215332,59.56999969482422,58.619998931884766,59.029998779296875,114822,0.0,0.0
2019-03-20 00:00:00-04:00,59.02000045776367,60.119998931884766,58.38999938964844,59.83000183105469,786342,0.0,0.0
2019-03-21 00:00:00-04:00,59.9900016784668,60.38999938964844,59.65999984741211,59.97999954223633,655380,0.0,0.0
2019-03-22 00:00:00-04:00,59.869998931884766,60.06999969482422,58.279998779296875,59.040000915527344,738840,0.0,0.0
2019-03-25 00:00:00-04:00,58.97999954223633,59.349998474121094,58.16999816894531,58.81999969482422,705399,0.0,0.0
2019-03-26 00:00:00-04:00,59.119998931884766,60.380001068115234,59.040000915527344,59.939998626708984,685988,0.0,0.0
2019-03-27 00:00:00-04:00,60.029998779296875,60.220001220703125,58.810001373291016,59.40999984741211,732150,0.0,0.0
2019-03-28 00:00:00-04:00,59.400001525878906,59.560001373291016,58.20000076293945,59.29999923706055,712209,0.0,0.0
2019-03-29 00:00:00-04:00,59.529998779296875,60.72999954223633,59.40999984741211,60.13999938964844,705559,0.0,0.0
2019-04-01 00:00:00-04:00,60.2400016784668,61.79999923706055,60.130001068115234,61.59000015258789,670808,0.0,0.0
2019-04-02 00:00:00-04:00,61.810001373291016,62.75,61.599998474121094,62.58000183105469,793227,0.0,0.0
2019-04-03 00:00:00-04:00,62.63999938964844,62.9900016784668,62.04999923706055,62.459999084472656,799672,0.0,0.0
